"FileName","Extension","Size_KB","LastModified","FullPath","FolderFamily"
"LEEWAY_UNIFIED_ARCHITECTURE.md",".md","11.93","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\LEEWAY_UNIFIED_ARCHITECTURE.md","documents"
"LEEWAY_WORKFLOWS_QUICK_REFERENCE.md",".md","10.24","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\LEEWAY_WORKFLOWS_QUICK_REFERENCE.md","documents"
"LEEWAY_WORKFLOWS_STRATEGIC_PLAN.md",".md","15.86","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\LEEWAY_WORKFLOWS_STRATEGIC_PLAN.md","documents"
"LIFELONG_LEARNING_LAYER.md",".md","11.98","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\LIFELONG_LEARNING_LAYER.md","documents"
"MCP_ARCHITECTURE.md",".md","20.17","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\MCP_ARCHITECTURE.md","documents"
"QUICK_REFERENCE.md",".md","5.88","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\QUICK_REFERENCE.md","documents"
"SETUP_SUMMARY.md",".md","9.41","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\SETUP_SUMMARY.md","documents"
"SETUP.md",".md","7.32","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\SETUP.md","documents"
"SKILL_ACQUISITION_EXECUTIVE_SUMMARY.md",".md","10.79","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\SKILL_ACQUISITION_EXECUTIVE_SUMMARY.md","documents"
"SKILL_ACQUISITION_IMPLEMENTATION.md",".md","17.28","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\SKILL_ACQUISITION_IMPLEMENTATION.md","documents"
"SKILL_ACQUISITION_MANIFEST.md",".md","15.94","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\SKILL_ACQUISITION_MANIFEST.md","documents"
"SKILL_ACQUISITION_QUICK_REFERENCE.md",".md","9.84","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\SKILL_ACQUISITION_QUICK_REFERENCE.md","documents"
"SKILL_WORKFLOW_COMPOSITION_MATRIX.md",".md","14.35","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\SKILL_WORKFLOW_COMPOSITION_MATRIX.md","documents"
"STRUCTURE.md",".md","11.37","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\STRUCTURE.md","documents"
"SYSTEM_TRANSFORMATION_SUMMARY.md",".md","13.75","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\SYSTEM_TRANSFORMATION_SUMMARY.md","documents"
"USAGE.md",".md","7.43","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\USAGE.md","documents"
"WORKFLOW_ACQUISITION_MANIFEST.md",".md","21.57","3/15/2026 3:19:39 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\documents\WORKFLOW_ACQUISITION_MANIFEST.md","documents"
"system-evaluation-2026-04-01.md",".md","3.93","4/9/2026 7:53:00 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\evaluation\system-evaluation-2026-04-01.md","evaluation"
"brain-sentinel-budgets.md",".md","2.67","4/9/2026 7:53:00 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\governance\brain-sentinel-budgets.md","governance"
"governance-model.md",".md","3.36","4/4/2026 3:51:19 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\governance\governance-model.md","governance"
"shield-policy.md",".md","2.23","4/9/2026 7:53:01 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\governance\shield-policy.md","governance"
"zone-governance.md",".md","3.57","4/9/2026 7:53:01 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\governance\zone-governance.md","governance"
"banner.png",".png","2914.01","4/4/2026 10:09:36 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\images\banner.png","images"
"llmintergration.png",".png","253.62","4/9/2026 10:57:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\images\systemimages\llmintergration.png","systemimages"
"NPCAgent.png",".png","245.98","4/9/2026 10:57:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\images\systemimages\NPCAgent.png","systemimages"
"perceptionlayer.png",".png","246","4/9/2026 10:57:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\images\systemimages\perceptionlayer.png","systemimages"
"systemruntime.png",".png","205.71","4/9/2026 10:57:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\images\systemimages\systemruntime.png","systemimages"
"Systemworkflow.png",".png","230.39","4/9/2026 10:57:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\images\systemimages\Systemworkflow.png","systemimages"
"web.md",".md","2.1","4/6/2026 2:16:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\integration\web.md","integration"
"2026_MODEL_OPTIMIZATION.md",".md","7.4","4/9/2026 7:53:01 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\2026_MODEL_OPTIMIZATION.md","migrated"
"ARCHITECTURE_AUDIT_2026_04_08.md",".md","70.8","4/10/2026 11:46:07 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\ARCHITECTURE_AUDIT_2026_04_08.md","migrated"
"ARCHITECTURE_DIAGRAMS.md",".md","21.7","4/9/2026 7:53:01 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\ARCHITECTURE_DIAGRAMS.md","migrated"
"AUDIT_SUMMARY.md",".md","5.96","4/10/2026 11:46:07 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\AUDIT_SUMMARY.md","migrated"
"CAPACITOR_QUICK_START.md",".md","8.41","4/9/2026 7:53:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\CAPACITOR_QUICK_START.md","migrated"
"COMPLETION_SUMMARY.md",".md","16","4/8/2026 4:51:56 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\COMPLETION_SUMMARY.md","migrated"
"DELIVERABLES.md",".md","13.66","4/9/2026 7:53:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\DELIVERABLES.md","migrated"
"DEVICE_API_QUICK_REF.md",".md","9.95","4/9/2026 7:53:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\DEVICE_API_QUICK_REF.md","migrated"
"IMPLEMENTATION_ROADMAP.md",".md","14.41","4/9/2026 7:53:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\IMPLEMENTATION_ROADMAP.md","migrated"
"LEEWAY_RTC_INTEGRATION.md",".md","15.45","4/10/2026 11:46:07 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\LEEWAY_RTC_INTEGRATION.md","migrated"
"LIGHTWEIGHT_MODEL_ANALYSIS.md",".md","9.68","4/9/2026 7:53:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\LIGHTWEIGHT_MODEL_ANALYSIS.md","migrated"
"MIC_SETUP.md",".md","1.99","4/9/2026 7:53:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\MIC_SETUP.md","migrated"
"NATIVE_APP_SETUP.md",".md","10.22","4/9/2026 7:53:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\NATIVE_APP_SETUP.md","migrated"
"OLLAMA_SETUP_GUIDE.md",".md","4.09","4/9/2026 7:53:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\OLLAMA_SETUP_GUIDE.md","migrated"
"PHI_MIGRATION_SUMMARY.md",".md","7.6","4/10/2026 11:46:07 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\PHI_MIGRATION_SUMMARY.md","migrated"
"README.md",".md","60.97","4/9/2026 7:53:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\README.md","migrated"
"SETUP_SUMMARY.md",".md","5.09","4/9/2026 7:53:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\SETUP_SUMMARY.md","migrated"
"SYSTEM_ARCHITECTURE_CORRECTION_REPORT.md",".md","16.95","4/10/2026 11:46:07 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\migrated\SYSTEM_ARCHITECTURE_CORRECTION_REPORT.md","migrated"
"internal-admin-guide.md",".md","4.18","4/8/2026 9:39:01 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\operations\internal-admin-guide.md","operations"
"retention-policy.md",".md","2.36","4/3/2026 4:58:12 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\operations\retention-policy.md","operations"
"sitrep-template.md",".md","1.94","4/3/2026 4:58:12 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\operations\sitrep-template.md","operations"
"world-sitrep-2026-04-02.md",".md","3.08","4/3/2026 7:42:39 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\operations\world-sitrep-2026-04-02.md","operations"
"world-sitrep-2026-04-04.md",".md","4.66","4/10/2026 11:46:07 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\operations\world-sitrep-2026-04-04.md","operations"
"agent-manifest.md",".md","6.35","4/6/2026 6:24:40 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\reference\agent-manifest.md","reference"
"full-stack-manifest.md",".md","16.88","4/10/2026 11:46:07 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\reference\full-stack-manifest.md","reference"
"report-schema.md",".md","4.93","4/9/2026 7:53:04 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\reference\report-schema.md","reference"
"ExecutionTrace.ts",".ts","1.45","4/11/2026 3:09:24 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\runtime\consensus\ExecutionTrace.ts","consensus"
"HiveConsensus.ts",".ts","2.87","4/11/2026 3:09:24 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\runtime\consensus\HiveConsensus.ts","consensus"
"HiveState.ts",".ts","2.65","4/11/2026 3:09:24 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\runtime\consensus\HiveState.ts","consensus"
"PerceptionBus.ts",".ts","1.86","4/11/2026 3:09:24 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\runtime\core\PerceptionBus.ts","core"
"SovereignRuntime.ts",".ts","2.58","4/11/2026 3:09:24 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\runtime\core\SovereignRuntime.ts","core"
"UnifiedExecutionLayer.ts",".ts","3.21","4/11/2026 3:09:24 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\runtime\core\UnifiedExecutionLayer.ts","core"
"GovernanceContract.ts",".ts","1.25","4/11/2026 3:09:24 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\runtime\security\GovernanceContract.ts","security"
"IntentSanitizer.ts",".ts","1.56","4/11/2026 3:09:24 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\runtime\security\IntentSanitizer.ts","security"
"ModuleLoaderAgent.ts",".ts","2.17","4/11/2026 3:09:24 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\runtime\security\cortices\ModuleLoaderAgent.ts","cortices"
"agent-lee-app-layout.svg",".svg","10.25","4/3/2026 8:35:33 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\systemimages\agent-lee-app-layout.svg","systemimages"
"agent-lee-core-team-topology.svg",".svg","9.42","4/3/2026 8:09:43 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\systemimages\agent-lee-core-team-topology.svg","systemimages"
"agent-lee-family-tree.svg",".svg","5.1","4/9/2026 7:53:04 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\systemimages\agent-lee-family-tree.svg","systemimages"
"agent-lee-mcp-constellation.svg",".svg","4.19","4/1/2026 12:22:15 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\systemimages\agent-lee-mcp-constellation.svg","systemimages"
"agent-lee-organ-map.svg",".svg","3.87","4/6/2026 2:23:19 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\systemimages\agent-lee-organ-map.svg","systemimages"
"agent-lee-platform-overview.svg",".svg","5.73","4/6/2026 2:23:19 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\systemimages\agent-lee-platform-overview.svg","systemimages"
"agent-lee-sleep-loop.svg",".svg","2.83","4/1/2026 12:09:04 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\systemimages\agent-lee-sleep-loop.svg","systemimages"
"agent-lee-vm-workflow.svg",".svg","8.27","4/1/2026 1:05:54 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\systemimages\agent-lee-vm-workflow.svg","systemimages"
"agent-lee-workflow-map.svg",".svg","7.94","4/3/2026 8:09:43 AM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\docs\systemimages\agent-lee-workflow-map.svg","systemimages"
".nojekyll",".nojekyll","0","4/11/2026 12:34:53 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.nojekyll","LeeWay-Standards"
"ACTIVATE.md",".md","1.89","4/11/2026 7:25:29 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\ACTIVATE.md","LeeWay-Standards"
"convert_mp4_to_gif_clean.py",".py","1.84","4/11/2026 1:38:51 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\convert_mp4_to_gif_clean.py","LeeWay-Standards"
"convert_to_gif.py",".py","1","4/11/2026 1:14:37 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\convert_to_gif.py","LeeWay-Standards"
"convert_video_to_gif.py",".py","2.79","4/11/2026 1:23:11 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\convert_video_to_gif.py","LeeWay-Standards"
"HELP.md",".md","4.29","4/11/2026 8:47:53 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\HELP.md","LeeWay-Standards"
"leeway.cmd",".cmd","0.04","4/11/2026 7:34:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\leeway.cmd","LeeWay-Standards"
"LICENSE","","1.05","4/9/2026 7:42:50 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\LICENSE","LeeWay-Standards"
"package-lock.json",".json","0.78","3/11/2026 1:09:59 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\package-lock.json","LeeWay-Standards"
"package.json",".json","1.44","4/11/2026 7:34:16 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\package.json","LeeWay-Standards"
"README.md",".md","5.17","4/11/2026 8:21:45 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\README.md","LeeWay-Standards"
"setup.bat",".bat","0.88","4/11/2026 7:34:08 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\setup.bat","LeeWay-Standards"
"tsconfig.json",".json","0.59","4/11/2026 7:19:30 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\tsconfig.json","LeeWay-Standards"
".lock",".lock","0","4/11/2026 12:45:56 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\.lock",".venv"
"CACHEDIR.TAG",".TAG","0.04","4/11/2026 12:45:21 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\CACHEDIR.TAG",".venv"
"pyvenv.cfg",".cfg","0.18","4/11/2026 1:22:11 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\pyvenv.cfg",".venv"
"_virtualenv.pth",".pth","0.02","4/11/2026 12:45:22 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\_virtualenv.pth","site-packages"
"_virtualenv.py",".py","4.64","4/11/2026 1:14:37 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\_virtualenv.py","site-packages"
"__init__.py",".py","7.03","4/11/2026 1:14:30 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\__init__.py","cv2"
"__init__.pyi",".pyi","314","4/11/2026 12:45:56 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\__init__.pyi","cv2"
"config-3.py",".py","1.12","4/11/2026 1:14:29 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\config-3.py","cv2"
"config.py",".py","0.51","4/11/2026 1:14:29 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\config.py","cv2"
"cv2.pyd",".pyd","73065.5","4/11/2026 12:46:01 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\cv2.pyd","cv2"
"LICENSE-3RD-PARTY.txt",".txt","177.16","4/11/2026 12:45:56 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\LICENSE-3RD-PARTY.txt","cv2"
"LICENSE.txt",".txt","1.06","4/11/2026 12:45:56 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\LICENSE.txt","cv2"
"load_config_py2.py",".py","0.57","4/11/2026 1:14:30 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\load_config_py2.py","cv2"
"load_config_py3.py",".py","0.66","4/11/2026 1:14:30 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\load_config_py3.py","cv2"
"opencv_videoio_ffmpeg4130_64.dll",".dll","27908.5","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\opencv_videoio_ffmpeg4130_64.dll","cv2"
"py.typed",".typed","0","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\py.typed","cv2"
"version.py",".py","0.48","4/11/2026 1:14:30 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\version.py","cv2"
"__init__.pyi",".pyi","15.9","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\aruco\__init__.pyi","aruco"
"__init__.pyi",".pyi","1.49","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\barcode\__init__.pyi","barcode"
"__init__.pyi",".pyi","16.33","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\cuda\__init__.pyi","cuda"
"__init__.py",".py","0.47","4/11/2026 1:14:29 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\__init__.py","data"
"haarcascade_eye_tree_eyeglasses.xml",".xml","587.56","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_eye_tree_eyeglasses.xml","data"
"haarcascade_eye.xml",".xml","333.4","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_eye.xml","data"
"haarcascade_frontalcatface_extended.xml",".xml","373.94","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_frontalcatface_extended.xml","data"
"haarcascade_frontalcatface.xml",".xml","401.75","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_frontalcatface.xml","data"
"haarcascade_frontalface_alt_tree.xml",".xml","2626.02","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_frontalface_alt_tree.xml","data"
"haarcascade_frontalface_alt.xml",".xml","660.85","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_frontalface_alt.xml","data"
"haarcascade_frontalface_alt2.xml",".xml","527.95","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_frontalface_alt2.xml","data"
"haarcascade_frontalface_default.xml",".xml","908.33","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_frontalface_default.xml","data"
"haarcascade_fullbody.xml",".xml","465.65","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_fullbody.xml","data"
"haarcascade_lefteye_2splits.xml",".xml","190.79","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_lefteye_2splits.xml","data"
"haarcascade_license_plate_rus_16stages.xml",".xml","46.66","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_license_plate_rus_16stages.xml","data"
"haarcascade_lowerbody.xml",".xml","386.06","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_lowerbody.xml","data"
"haarcascade_profileface.xml",".xml","809.1","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_profileface.xml","data"
"haarcascade_righteye_2splits.xml",".xml","191.57","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_righteye_2splits.xml","data"
"haarcascade_russian_plate_number.xml",".xml","73.71","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_russian_plate_number.xml","data"
"haarcascade_smile.xml",".xml","184.09","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_smile.xml","data"
"haarcascade_upperbody.xml",".xml","767.4","4/11/2026 12:46:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\data\haarcascade_upperbody.xml","data"
"__init__.pyi",".pyi","22.44","4/11/2026 12:46:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\detail\__init__.pyi","detail"
"__init__.pyi",".pyi","24.12","4/11/2026 12:46:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\dnn\__init__.pyi","dnn"
"__init__.pyi",".pyi","4.1","4/11/2026 12:46:02 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\Error\__init__.pyi","Error"
"__init__.pyi",".pyi","9.8","4/11/2026 12:46:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\fisheye\__init__.pyi","fisheye"
"__init__.pyi",".pyi","2.74","4/11/2026 12:46:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\flann\__init__.pyi","flann"
"__init__.py",".py","10.77","4/11/2026 1:14:30 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\gapi\__init__.py","gapi"
"__init__.pyi",".pyi","14.63","4/11/2026 12:46:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\gapi\__init__.pyi","gapi"
"__init__.pyi",".pyi","0.15","4/11/2026 12:46:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\gapi\core\__init__.pyi","core"
"__init__.pyi",".pyi","0.1","4/11/2026 12:46:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\gapi\core\cpu\__init__.pyi","cpu"
"__init__.pyi",".pyi","0.1","4/11/2026 12:46:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\gapi\core\fluid\__init__.pyi","fluid"
"__init__.pyi",".pyi","0.1","4/11/2026 12:46:03 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\cv2\gapi\core\ocl\__init__.pyi","ocl"
